task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
52	ac/83a0dd	103162	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (FOXA1_IP_VEH_REP1_T1)	COMPLETED	0	2023-06-15 23:42:25.826	9.1s	8s	144.6%	6.5 MB	220.7 MB	1 GB	5.3 KB
51	4e/f3ab5d	103178	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (FOXA1_IP_VEH_REP1_T1)	COMPLETED	0	2023-06-15 23:42:25.834	28.8s	28s	147.2%	8.9 MB	222 MB	1 GB	54 KB
37	cc/58db5a	99781	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (INPUT_E2_REP2_T1)	COMPLETED	0	2023-06-15 23:41:42.975	8m 33s	8m 31s	1172.7%	11.4 GB	12.9 GB	11.7 GB	7 GB
54	a2/18840e	114599	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (INPUT_E2_REP2_T1)	COMPLETED	0	2023-06-15 23:50:15.789	33s	32s	516.9%	5.4 GB	6.7 GB	2.7 GB	2.5 GB
55	2a/2426fb	117084	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (INPUT_E2_REP2_T1)	COMPLETED	0	2023-06-15 23:50:49.824	12.3s	11s	128.6%	20.6 MB	220.7 MB	1.3 GB	2.5 MB
58	df/786fbd	118277	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (INPUT_E2_REP2_T1)	COMPLETED	0	2023-06-15 23:51:03.094	943ms	0ms	95.5%	3 MB	5.4 MB	2.6 MB	5.5 KB
57	46/245dfa	118269	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (INPUT_E2_REP2_T1)	COMPLETED	0	2023-06-15 23:51:03.087	10.2s	9s	141.7%	6.5 MB	220.7 MB	1.3 GB	5.3 KB
56	db/771089	118289	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (INPUT_E2_REP2_T1)	COMPLETED	0	2023-06-15 23:51:03.099	37.4s	37s	143.9%	8.8 MB	222.2 MB	1.3 GB	53.2 KB
39	6f/f40bee	114597	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP1_T1)	COMPLETED	0	2023-06-15 23:50:15.784	8m 4s	8m 2s	1170.1%	10.9 GB	12.9 GB	12.2 GB	7.6 GB
59	40/71ae9d	129449	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (FOXA1_IP_E2_REP1_T1)	COMPLETED	0	2023-06-15 23:58:20.408	32.5s	32s	510.4%	5.5 GB	6.7 GB	2.8 GB	2.1 GB
60	d1/a78c97	131804	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (FOXA1_IP_E2_REP1_T1)	COMPLETED	0	2023-06-15 23:58:53.871	9.3s	8s	159.2%	21.5 MB	220.7 MB	1.1 GB	3.6 MB
62	c4/31d287	132712	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (FOXA1_IP_E2_REP1_T1)	COMPLETED	0	2023-06-15 23:59:04.180	881ms	0ms	98.8%	3.1 MB	5.4 MB	3.7 MB	5.5 KB
61	ca/28e7ff	132717	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (FOXA1_IP_E2_REP1_T1)	COMPLETED	0	2023-06-15 23:59:04.187	9.8s	9s	145.7%	6.5 MB	220.7 MB	1.1 GB	5.3 KB
63	38/52aee9	132722	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (FOXA1_IP_E2_REP1_T1)	COMPLETED	0	2023-06-15 23:59:04.191	30.9s	30s	144.9%	7.8 MB	222 MB	1.1 GB	54.2 KB
38	c1/511074	129235	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (FOXA1_IP_E2_REP2_T1)	COMPLETED	0	2023-06-15 23:58:19.401	4m 42s	4m 40s	1162.5%	10.6 GB	12.1 GB	9.1 GB	4.3 GB
64	99/560e1a	139566	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (FOXA1_IP_E2_REP2_T1)	COMPLETED	0	2023-06-16 00:03:01.301	15s	14s	524.3%	4.3 GB	6.2 GB	1 GB	893.9 MB
65	98/f6d691	141432	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (FOXA1_IP_E2_REP2_T1)	COMPLETED	0	2023-06-16 00:03:17.269	6.9s	6s	147.1%	19.9 MB	220.7 MB	894 MB	3.1 MB
67	93/86665f	142153	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (FOXA1_IP_E2_REP2_T1)	COMPLETED	0	2023-06-16 00:03:25.181	977ms	0ms	94.8%	3.1 MB	5.4 MB	3.2 MB	5.5 KB
68	ff/eb73fe	142146	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (FOXA1_IP_E2_REP2_T1)	COMPLETED	0	2023-06-16 00:03:25.177	6.9s	6s	137.1%	6.6 MB	220.7 MB	894 MB	5.3 KB
66	25/d4198b	142145	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (FOXA1_IP_E2_REP2_T1)	COMPLETED	0	2023-06-16 00:03:25.173	23.4s	23s	144.9%	8.9 MB	222 MB	894 MB	54.2 KB
41	16/38dace	139565	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BWA_MEM (EZH2_IP_TKO_REP1_T1)	COMPLETED	0	2023-06-16 00:03:01.297	49m 8s	49m 6s	1182.2%	10.5 GB	12.2 GB	49.6 GB	47.2 GB
69	03/d9f543	172725	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_SORT (EZH2_IP_TKO_REP1_T1)	COMPLETED	0	2023-06-16 00:52:10.239	3m 52s	3m 51s	487.4%	5.5 GB	6.7 GB	19.7 GB	16.9 GB
70	e5/a31fd9	190390	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:SAMTOOLS_INDEX (EZH2_IP_TKO_REP1_T1)	COMPLETED	0	2023-06-16 00:56:03.112	57.1s	56s	162.3%	24.4 MB	220.7 MB	7.6 GB	2.6 MB
71	54/9f46d3	194730	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (EZH2_IP_TKO_REP1_T1)	COMPLETED	0	2023-06-16 00:57:01.187	1s	0ms	74.4%	3.1 MB	5.4 MB	2.7 MB	5.5 KB
73	98/ef0728	194742	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (EZH2_IP_TKO_REP1_T1)	COMPLETED	0	2023-06-16 00:57:01.199	58.5s	58s	149.3%	6.5 MB	220.7 MB	7.6 GB	5.3 KB
72	09/35420a	194736	NFCORE_CHIPSEQ:CHIPSEQ:ALIGN_BWA_MEM:BAM_SORT_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_STATS (EZH2_IP_TKO_REP1_T1)	COMPLETED	0	2023-06-16 00:57:01.194	3m 15s	3m 14s	149.3%	8.9 MB	222 MB	7.6 GB	57.2 KB
25	9f/2b8e65	172529	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (INPUT_NTKO_REP1_T1)	COMPLETED	0	2023-06-16 00:52:09.232	27m 36s	27m 35s	405.4%	3.2 GB	3.9 GB	160 GB	150 GB
31	0b/c2ebd1	224405	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (INPUT_TKO_REP2_T1)	COMPLETED	0	2023-06-16 01:19:44.924	27m 21s	27m 20s	402.8%	3.1 GB	3.9 GB	162.2 GB	152.1 GB
27	5c/3cc3d5	267370	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (INPUT_NTKO_REP2_T1)	COMPLETED	0	2023-06-16 01:47:05.877	28m 43s	28m 42s	403.5%	3.1 GB	3.8 GB	170.1 GB	159.4 GB
29	67/a1746d	310953	NFCORE_CHIPSEQ:CHIPSEQ:FASTQC_TRIMGALORE:TRIMGALORE (INPUT_TKO_REP1_T1)	COMPLETED	0	2023-06-16 02:15:49.241	28m 13s	28m 12s	407.1%	3.1 GB	3.8 GB	169.4 GB	158.7 GB
